Zipcodes,Population,% Asians,National Rank,Latitude,Longitude,City,State
56054,1011.0,0.09 %,"#22,791",44.435016,-94.374481,Lafayette,Minnesota
56514,3232.0,0.09 %,"#22,792",46.647040,-96.426955,Barnesville,Minnesota
56314,1052.0,0.09 %,"#22,793",45.817053,-94.442870,Bowlus,Minnesota
55709,4271.0,0.09 %,"#22,794",47.402584,-93.372855,Bovey,Minnesota
56088,2163.0,0.09 %,"#22,795",43.825427,-94.458131,Truman,Minnesota
56221,1024.0,0.09 %,"#22,796",45.563606,-96.198145,Chokio,Minnesota
56264,2346.0,0.08 %,"#23,124",44.586984,-95.981333,Minneota,Minnesota
56176,1151.0,0.08 %,"#23,125",43.783287,-94.720493,Trimont,Minnesota
55952,2488.0,0.08 %,"#23,126",43.940339,-91.852933,Lewiston,Minnesota
55965,2292.0,0.08 %,"#23,127",43.643567,-92.140710,Preston,Minnesota
55324,1227.0,0.08 %,"#23,131",45.052822,-94.417646,Darwin,Minnesota
55768,2768.0,0.07 %,"#23,478",47.518899,-92.679712,Mountain Iron,Minnesota
55775,1351.0,0.07 %,"#23,479",47.307666,-93.206496,Pengilly,Minnesota
56443,1398.0,0.07 %,"#23,600",46.187806,-94.632066,Cushing,Minnesota
56714,1428.0,0.07 %,"#23,601",48.758349,-96.002405,Badger,Minnesota
56050,1353.0,0.07 %,"#23,602",44.259144,-93.947347,Kasota,Minnesota
55924,1405.0,0.07 %,"#23,603",44.029232,-93.027295,Claremont,Minnesota
56252,1299.0,0.07 %,"#23,604",45.178253,-95.310120,Kerkhoven,Minnesota
56437,1267.0,0.07 %,"#23,605",46.248060,-95.056765,Bertha,Minnesota
56223,1612.0,0.06 %,"#23,925",44.762144,-95.818773,Clarkfield,Minnesota
56475,1554.0,0.06 %,"#23,926",46.086011,-94.562115,Randall,Minnesota
55951,1546.0,0.06 %,"#23,927",43.539152,-92.514269,Le Roy,Minnesota
56382,1501.0,0.06 %,"#23,928",45.907862,-94.598327,Swanville,Minnesota
55795,1527.0,0.06 %,"#23,929",46.297871,-92.882916,Willow River,Minnesota
55012,1574.0,0.06 %,"#23,931",45.438085,-92.788113,Center City,Minnesota
56266,1722.0,0.05 %,"#24,189",44.416443,-94.918833,Morgan,Minnesota
56452,1811.0,0.05 %,"#24,190",46.963298,-94.466583,Hackensack,Minnesota
56465,1727.0,0.05 %,"#24,191",46.530841,-94.108939,Merrifield,Minnesota
56584,1704.0,0.05 %,"#24,192",47.223671,-96.237402,Twin Valley,Minnesota
56589,1792.0,0.05 %,"#24,193",47.200624,-95.773015,Waubun,Minnesota
55790,1883.0,0.05 %,"#24,194",47.826489,-92.319184,Tower,Minnesota
55381,1887.0,0.05 %,"#24,195",44.930963,-94.199979,Silver Lake,Minnesota
55936,1761.0,0.05 %,"#24,196",43.717078,-92.577693,Grand Meadow,Minnesota
56762,2350.0,0.04 %,"#24,482",48.199088,-96.723624,Warren,Minnesota
56361,2461.0,0.04 %,"#24,485",46.157792,-95.353518,Parkers Prairie,Minnesota
55769,2258.0,0.04 %,"#24,486",47.434858,-93.131307,Nashwauk,Minnesota
55342,2143.0,0.04 %,"#24,487",44.742925,-94.739028,Hector,Minnesota
55332,2149.0,0.04 %,"#24,488",44.520437,-94.699538,Fairfax,Minnesota
56557,2833.0,0.03 %,"#24,671",47.330885,-95.861050,Mahnomen,Minnesota
55389,2511.0,0.03 %,"#24,672",45.297919,-94.442626,Watkins,Minnesota
56334,5366.0,0.01 %,"#24,902",45.574381,-95.336780,Glenwood,Minnesota
56715,394.0,0.00 %,"#28,402",47.806540,-95.956157,Brooks,Minnesota
56720,69.0,0.00 %,"#28,403",48.574103,-96.886583,Donaldson,Minnesota
56626,434.0,0.00 %,"#28,406",47.320538,-94.246106,Bena,Minnesota
56629,26.0,0.00 %,"#28,407",48.540188,-94.186705,Birchdale,Minnesota
56722,411.0,0.00 %,"#28,408",47.985955,-96.640398,Euclid,Minnesota
56723,1246.0,0.00 %,"#28,409",47.818648,-96.821776,Fisher,Minnesota
56724,226.0,0.00 %,"#28,410",48.454879,-95.721459,Gatzke,Minnesota
56637,277.0,0.00 %,"#28,417",47.608115,-93.829972,Talmoon,Minnesota
56732,1224.0,0.00 %,"#28,418",48.565307,-96.475876,Karlstad,Minnesota
56644,764.0,0.00 %,"#28,420",47.797005,-95.495088,Gonvick,Minnesota
56650,811.0,0.00 %,"#28,423",47.972380,-94.576734,Kelliher,Minnesota
56651,521.0,0.00 %,"#28,424",47.454073,-95.616397,Lengby,Minnesota
56741,31.0,0.00 %,"#28,425",49.310491,-94.850100,Oak Island,Minnesota
56652,488.0,0.00 %,"#28,427",47.708135,-95.227660,Leonard,Minnesota
56653,1434.0,0.00 %,"#28,428",48.366209,-93.563990,Littlefork,Minnesota
56654,130.0,0.00 %,"#28,429",48.511415,-93.947764,Loman,Minnesota
56742,760.0,0.00 %,"#28,430",47.930600,-95.827932,Oklee,Minnesota
56744,512.0,0.00 %,"#28,431",48.274747,-97.097650,Oslo,Minnesota
56748,647.0,0.00 %,"#28,432",47.926025,-96.017913,Plummer,Minnesota
56657,263.0,0.00 %,"#28,436",47.573005,-93.634311,Marcell,Minnesota
56660,301.0,0.00 %,"#28,437",47.985413,-94.226559,Mizpah,Minnesota
56661,1041.0,0.00 %,"#28,439",47.819048,-94.136823,Northome,Minnesota
56662,532.0,0.00 %,"#28,440",46.862191,-93.852993,Outing,Minnesota
56663,188.0,0.00 %,"#28,441",47.466429,-94.446625,Pennington,Minnesota
56758,425.0,0.00 %,"#28,442",48.470412,-96.541140,Strandquist,Minnesota
56568,151.0,0.00 %,"#28,445",47.535231,-96.783178,Nielsville,Minnesota
56569,1579.0,0.00 %,"#28,446",47.129088,-95.701945,Ogema,Minnesota
56666,1029.0,0.00 %,"#28,447",48.029608,-94.857469,Ponemah,Minnesota
56669,402.0,0.00 %,"#28,448",48.426275,-93.167915,Kabetogama,Minnesota
56760,402.0,0.00 %,"#28,449",48.239141,-96.438228,Viking,Minnesota
56761,569.0,0.00 %,"#28,450",48.595533,-95.675823,Wannaska,Minnesota
56671,1884.0,0.00 %,"#28,452",47.895133,-95.305386,Redlake,Minnesota
56574,342.0,0.00 %,"#28,454",47.202120,-96.714289,Perley,Minnesota
56575,721.0,0.00 %,"#28,455",47.042407,-95.434841,Ponsford,Minnesota
56576,934.0,0.00 %,"#28,456",46.463112,-95.699414,Richville,Minnesota
56578,842.0,0.00 %,"#28,457",46.926574,-95.661692,Rochert,Minnesota
56673,786.0,0.00 %,"#28,458",48.741785,-95.130494,Roosevelt,Minnesota
56680,80.0,0.00 %,"#28,459",47.659089,-93.957158,Spring Lake,Minnesota
56245,555.0,0.00 %,"#28,464",44.684043,-95.677203,Hanley Falls,Minnesota
56313,52.0,0.00 %,"#28,465",45.785999,-93.553512,Bock,Minnesota
56316,1487.0,0.00 %,"#28,466",45.506184,-95.162632,Brooten,Minnesota
56386,834.0,0.00 %,"#28,467",46.018864,-93.514604,Wahkon,Minnesota
56522,733.0,0.00 %,"#28,468",46.131921,-96.379373,Campbell,Minnesota
56523,575.0,0.00 %,"#28,469",47.649116,-96.802735,Climax,Minnesota
56524,753.0,0.00 %,"#28,470",46.216786,-95.615481,Clitherall,Minnesota
56318,1124.0,0.00 %,"#28,472",45.853038,-94.674530,Burtrum,Minnesota
56553,331.0,0.00 %,"#28,473",46.426755,-96.602682,Kent,Minnesota
56255,443.0,0.00 %,"#28,474",44.397066,-95.419313,Lucan,Minnesota
56325,165.0,0.00 %,"#28,475",45.562884,-94.947565,Elrosa,Minnesota
56434,84.0,0.00 %,"#28,476",46.379653,-94.925494,Aldrich,Minnesota
56527,797.0,0.00 %,"#28,477",46.383672,-95.315884,Deer Creek,Minnesota
56528,1658.0,0.00 %,"#28,478",46.535179,-95.802457,Dent,Minnesota
56326,1388.0,0.00 %,"#28,479",46.016648,-95.686095,Evansville,Minnesota
56327,743.0,0.00 %,"#28,480",45.763118,-95.606743,Farwell,Minnesota
56331,1747.0,0.00 %,"#28,481",45.678998,-94.671722,Freeport,Minnesota
56335,163.0,0.00 %,"#28,482",45.600957,-94.857364,Greenwald,Minnesota
56533,293.0,0.00 %,"#28,483",46.408751,-96.155452,Elizabeth,Minnesota
56270,1079.0,0.00 %,"#28,484",44.570375,-94.987380,Morton,Minnesota
56271,1323.0,0.00 %,"#28,485",45.244754,-95.404995,Murdock,Minnesota
56339,1130.0,0.00 %,"#28,486",45.824849,-95.810949,Hoffman,Minnesota
56448,393.0,0.00 %,"#28,487",46.766371,-94.119562,Fifty Lakes,Minnesota
56545,828.0,0.00 %,"#28,488",47.390630,-96.241952,Gary,Minnesota
56276,287.0,0.00 %,"#28,489",45.246430,-96.324208,Odessa,Minnesota
56455,630.0,0.00 %,"#28,490",46.477995,-94.017133,Ironton,Minnesota
56565,138.0,0.00 %,"#28,491",46.042983,-96.304650,Nashua,Minnesota
56566,367.0,0.00 %,"#28,492",47.294965,-95.663175,Naytahwaush,Minnesota
56280,562.0,0.00 %,"#28,493",44.635171,-96.164975,Porter,Minnesota
56349,688.0,0.00 %,"#28,494",45.718238,-95.520136,Lowry,Minnesota
56535,1340.0,0.00 %,"#28,495",47.677583,-96.041858,Erskine,Minnesota
56355,526.0,0.00 %,"#28,496",45.934008,-95.233387,Nelson,Minnesota
56356,146.0,0.00 %,"#28,497",45.628804,-94.753835,New Munich,Minnesota
56287,94.0,0.00 %,"#28,498",44.462238,-95.318386,Seaforth,Minnesota
56469,1020.0,0.00 %,"#28,499",46.727361,-93.526133,Palisade,Minnesota
56224,377.0,0.00 %,"#28,500",44.378083,-95.059749,Clements,Minnesota
56289,598.0,0.00 %,"#28,501",45.333188,-95.224451,Sunburg,Minnesota
56293,1244.0,0.00 %,"#28,502",44.407004,-95.257292,Wabasso,Minnesota
56226,259.0,0.00 %,"#28,503",45.421616,-95.678120,Clontarf,Minnesota
56227,231.0,0.00 %,"#28,504",45.290841,-96.168828,Correll,Minnesota
56294,108.0,0.00 %,"#28,505",44.319920,-95.219743,Wanda,Minnesota
56369,416.0,0.00 %,"#28,506",45.468603,-94.335020,Rockville,Minnesota
56231,494.0,0.00 %,"#28,507",45.279446,-95.763206,Danvers,Minnesota
56371,108.0,0.00 %,"#28,508",45.437846,-94.629864,Roscoe,Minnesota
56681,291.0,0.00 %,"#28,511",47.614325,-94.238498,Squaw Lake,Minnesota
56683,549.0,0.00 %,"#28,512",47.727399,-94.737235,Tenstrike,Minnesota
56583,211.0,0.00 %,"#28,517",46.011089,-96.412523,Tintah,Minnesota
56685,129.0,0.00 %,"#28,518",48.238688,-94.531271,Waskish,Minnesota
56687,127.0,0.00 %,"#28,519",47.501024,-94.994123,Wilton,Minnesota
56710,527.0,0.00 %,"#28,520",48.188661,-96.988179,Alvarado,Minnesota
56711,121.0,0.00 %,"#28,521",49.354533,-95.088133,Angle Inlet,Minnesota
56592,483.0,0.00 %,"#28,525",47.538201,-96.009471,Winger,Minnesota
55787,362.0,0.00 %,"#28,528",46.695191,-93.099700,Tamarack,Minnesota
55711,514.0,0.00 %,"#28,529",46.844265,-92.691219,Brookston,Minnesota
55717,376.0,0.00 %,"#28,530",47.059050,-92.460469,Canyon,Minnesota
55367,950.0,0.00 %,"#28,531",44.895072,-93.976344,New Germany,Minnesota
55793,646.0,0.00 %,"#28,532",47.115899,-93.286131,Warba,Minnesota
55724,775.0,0.00 %,"#28,533",47.185897,-92.396274,Cotton,Minnesota
55725,111.0,0.00 %,"#28,534",48.320711,-92.660559,Crane Lake,Minnesota
55918,999.0,0.00 %,"#28,535",43.745852,-92.855344,Brownsdale,Minnesota
55796,157.0,0.00 %,"#28,536",47.944356,-91.786905,Winton,Minnesota
55798,706.0,0.00 %,"#28,537",46.723256,-92.967783,Wright,Minnesota
55738,631.0,0.00 %,"#28,538",47.264329,-92.660294,Forbes,Minnesota
55748,1300.0,0.00 %,"#28,539",46.958153,-93.582371,Hill City,Minnesota
55749,293.0,0.00 %,"#28,540",46.489114,-92.389296,Holyoke,Minnesota
55756,296.0,0.00 %,"#28,541",46.357570,-92.608367,Kerrick,Minnesota
55602,236.0,0.00 %,"#28,542",47.317521,-91.928856,Brimson,Minnesota
55758,252.0,0.00 %,"#28,543",47.510787,-92.744438,Kinney,Minnesota
56153,233.0,0.00 %,"#28,544",43.826383,-96.024232,Leota,Minnesota
55931,256.0,0.00 %,"#28,545",43.520214,-91.454298,Eitzen,Minnesota
56078,543.0,0.00 %,"#28,547",44.005583,-93.772122,Pemberton,Minnesota
56080,720.0,0.00 %,"#28,548",44.076127,-93.851419,Saint Clair,Minnesota
56083,1050.0,0.00 %,"#28,549",44.208011,-95.134321,Sanborn,Minnesota
56161,477.0,0.00 %,"#28,550",43.703260,-95.325497,Okabena,Minnesota
56020,124.0,0.00 %,"#28,551",43.607381,-93.538328,Conger,Minnesota
56089,225.0,0.00 %,"#28,552",43.563886,-93.438467,Twin Lakes,Minnesota
56166,267.0,0.00 %,"#28,553",44.203001,-95.380986,Revere,Minnesota
56023,567.0,0.00 %,"#28,554",43.785715,-93.997235,Delavan,Minnesota
56090,667.0,0.00 %,"#28,555",43.951314,-94.226965,Vernon Center,Minnesota
55950,152.0,0.00 %,"#28,556",43.732509,-92.963421,Lansing,Minnesota
56028,956.0,0.00 %,"#28,557",44.226257,-93.717420,Elysian,Minnesota
56029,758.0,0.00 %,"#28,558",43.530047,-93.522279,Emmons,Minnesota
56032,332.0,0.00 %,"#28,559",43.762947,-93.556522,Freeborn,Minnesota
56113,298.0,0.00 %,"#28,560",44.397443,-96.166999,Arco,Minnesota
56207,352.0,0.00 %,"#28,561",45.505918,-96.066571,Alberta,Minnesota
55957,741.0,0.00 %,"#28,562",44.253009,-92.296897,Millville,Minnesota
55961,453.0,0.00 %,"#28,563",43.604110,-92.468363,Ostrander,Minnesota
56039,1107.0,0.00 %,"#28,564",43.663623,-94.338227,Granada,Minnesota
56042,741.0,0.00 %,"#28,565",43.804409,-93.480127,Hartland,Minnesota
56043,479.0,0.00 %,"#28,566",43.649401,-93.222394,Hayward,Minnesota
56174,441.0,0.00 %,"#28,567",44.016336,-95.305092,Storden,Minnesota
56056,116.0,0.00 %,"#28,568",44.072797,-94.569663,La Salle,Minnesota
56185,617.0,0.00 %,"#28,569",43.797312,-95.822519,Wilmont,Minnesota
55977,197.0,0.00 %,"#28,570",43.550036,-92.650161,Taopi,Minnesota
56060,530.0,0.00 %,"#28,571",43.940327,-94.439952,Lewisville,Minnesota
56139,503.0,0.00 %,"#28,572",44.104240,-96.170528,Holland,Minnesota
56142,1171.0,0.00 %,"#28,574",44.480505,-96.227708,Ivanhoe,Minnesota
55988,226.0,0.00 %,"#28,575",44.025550,-91.774965,Stockton,Minnesota
56068,1090.0,0.00 %,"#28,576",43.865306,-93.806142,Minnesota Lake,Minnesota
56147,247.0,0.00 %,"#28,577",43.750000,-96.065972,Kenneth,Minnesota
55925,998.0,0.00 %,"#28,578",43.907106,-91.449642,Dakota,Minnesota
56075,172.0,0.00 %,"#28,579",43.735153,-94.432490,Northrop,Minnesota
56511,1574.0,0.00 %,"#28,580",46.872963,-96.010090,Audubon,Minnesota
56235,637.0,0.00 %,"#28,582",45.709703,-96.016509,Donnelly,Minnesota
56236,448.0,0.00 %,"#28,583",45.662448,-96.408601,Dumont,Minnesota
56309,1169.0,0.00 %,"#28,584",46.061768,-95.809299,Ashby,Minnesota
56375,832.0,0.00 %,"#28,585",45.703877,-94.282547,Saint Stephen,Minnesota
56376,187.0,0.00 %,"#28,586",45.493374,-94.655155,Saint Martin,Minnesota
56516,318.0,0.00 %,"#28,587",47.434774,-95.988880,Bejou,Minnesota
56517,310.0,0.00 %,"#28,588",47.551206,-96.529310,Beltrami,Minnesota
56237,634.0,0.00 %,"#28,589",44.616613,-95.433459,Echo,Minnesota
56311,750.0,0.00 %,"#28,590",45.897472,-95.895603,Barrett,Minnesota
56518,324.0,0.00 %,"#28,591",46.490070,-95.250369,Bluffton,Minnesota
55052,2139.0,0.00 %,"#28,624",44.229471,-93.440815,Morristown,Minnesota
55010,29.0,0.00 %,"#28,628",44.544641,-93.153623,Castle Rock,Minnesota
55017,692.0,0.00 %,"#28,633",45.687859,-93.434603,Dalbo,Minnesota
55085,237.0,0.00 %,"#28,634",44.673833,-92.967957,Vermillion,Minnesota
55087,254.0,0.00 %,"#28,635",44.248540,-93.390257,Warsaw,Minnesota
55026,387.0,0.00 %,"#28,637",44.515936,-92.339584,Frontenac,Minnesota
55030,1121.0,0.00 %,"#28,639",45.839120,-93.089416,Grasston,Minnesota
55036,198.0,0.00 %,"#28,641",45.870777,-93.109172,Henriette,Minnesota
55605,557.0,0.00 %,"#28,645",47.965288,-89.737130,Grand Portage,Minnesota
55607,126.0,0.00 %,"#28,646",47.627970,-91.457307,Isabella,Minnesota
55609,257.0,0.00 %,"#28,647",46.962484,-91.787322,Knife River,Minnesota
55612,510.0,0.00 %,"#28,648",47.794989,-90.666598,Lutsen,Minnesota
55780,132.0,0.00 %,"#28,649",46.699277,-92.712796,Sawyer,Minnesota
55615,246.0,0.00 %,"#28,650",47.705484,-90.793919,Tofte,Minnesota
55702,404.0,0.00 %,"#28,651",46.953167,-92.697989,Alborn,Minnesota
55781,408.0,0.00 %,"#28,652",47.682784,-93.032331,Side Lake,Minnesota
55784,77.0,0.00 %,"#28,653",47.058391,-93.165281,Swan River,Minnesota
55703,768.0,0.00 %,"#28,654",47.743356,-92.800555,Angora,Minnesota
55785,237.0,0.00 %,"#28,655",46.864991,-93.714226,Swatara,Minnesota
